name,type,lat,long,link
Taman Panglima Polim,Park,-12.5045728,213.5962814,https://www.google.com/maps/place/Taman+Panglima+Polim/data=!4m7!3m6!1s0x2e69f18e0cb09279:0xc7879a05e67ac30f!8m2!3d-6.2522864!4d106.7981407!16s%2Fg%2F11sbbbgqz8!19sChIJeZKwDI7xaS4RD8N65gWah8c?authuser=0&hl=en&rclk=1
Taman Panjang,City park,-6.3490407,106.8055313,https://www.google.com/maps/place/Taman+Panjang/data=!4m7!3m6!1s0x2e69ef496f602975:0x83467457bef15751!8m2!3d-6.3490407!4d106.8055313!16s%2Fg%2F11fpd7h74p!19sChIJdSlgb0nvaS4RUVfxvld0RoM?authuser=0&hl=en&rclk=1
Taman Papyrus,Garden,-6.3006377,106.8260748,https://www.google.com/maps/place/Taman+Papyrus/data=!4m7!3m6!1s0x2e69edf8f1892c8b:0x5f83832eeaaa7273!8m2!3d-6.3006377!4d106.8260748!16s%2Fg%2F11f53g8bw2!19sChIJiyyJ8fjtaS4Rc3Kq6i6Dg18?authuser=0&hl=en&rclk=1
Taman Pasar Rebo,City park,-6.3062216,106.8647674,https://www.google.com/maps/place/Taman+Pasar+Rebo/data=!4m7!3m6!1s0x2e69ed33daec2081:0xb1695f2dbe9a8eef!8m2!3d-6.3062216!4d106.8647674!16s%2Fg%2F11h3ngkq5j!19sChIJgSDs2jPtaS4R746avi1fabE?authuser=0&hl=en&rclk=1
Taman Patra Kuningan,Park,-12.4646002,213.6697462,https://www.google.com/maps/place/Taman+Patra+Kuningan/data=!4m7!3m6!1s0x2e69f3eeadf404a3:0x423be2536197c973!8m2!3d-6.2323001!4d106.8348731!16s%2Fg%2F11c2kfy68f!19sChIJowT0re7zaS4Rc8mXYVPiO0I?authuser=0&hl=en&rclk=1
Taman Patung Kuda,Park,-6.1958697,106.9575926,https://www.google.com/maps/place/Taman+Patung+Kuda/data=!4m7!3m6!1s0x2e698b06564a4b6f:0xba48bfcfca6694e!8m2!3d-6.1958697!4d106.9575926!16s%2Fg%2F11thmr9__3!19sChIJb0tKVgaLaS4RTmmm_PyLpAs?authuser=0&hl=en&rclk=1
Taman Pedongkelan,Park,-6.151528,106.7486165,https://www.google.com/maps/place/Taman+Pedongkelan/data=!4m7!3m6!1s0x2e69f7c21c88c215:0x799fc3c8145edf9c!8m2!3d-6.151528!4d106.7486165!16s%2Fg%2F11cmcvs68_!19sChIJFcKIHML3aS4RnN9eFMjDn3k?authuser=0&hl=en&rclk=1
Taman Pejatian,Park,-6.2764744,106.8456945,https://www.google.com/maps/place/Taman+Pejatian/data=!4m7!3m6!1s0x2e69f3824c4e672f:0xd1d416c25a55db53!8m2!3d-6.2764744!4d106.8456945!16s%2Fg%2F11p12lxh3f!19sChIJL2dOTILzaS4RU9tVWsIW1NE?authuser=0&hl=en&rclk=1
taman pelangi,Park,-6.3600191,106.8822616,https://www.google.com/maps/place/taman+pelangi/data=!4m7!3m6!1s0x2e69edbcba705191:0xea0dc5e7649e6e46!8m2!3d-6.3600191!4d106.8822616!16s%2Fg%2F11rq9b4_tj!19sChIJkVFwurztaS4RRm6eZOfFDeo?authuser=0&hl=en&rclk=1
Taman Pembibitan Jagakarsa,Park,-6.3404187,106.8166499,https://www.google.com/maps/place/Taman+Pembibitan+Jagakarsa/data=!4m7!3m6!1s0x2e69ef9d5951ce43:0xa84206e1e0767c1f!8m2!3d-6.3404187!4d106.8166499!16s%2Fg%2F11nmq_jmxz!19sChIJQ85RWZ3vaS4RH3x24OEGQqg?authuser=0&hl=en&rclk=1
Taman Perosotan Hijau,Park,-6.1944322,106.7502605,https://www.google.com/maps/place/Taman+Perosotan+Hijau/data=!4m7!3m6!1s0x2e69f761ee113ca9:0x40ec8d11dafef2a5!8m2!3d-6.1944322!4d106.7502605!16s%2Fg%2F11qydbfv96!19sChIJqTwR7mH3aS4RpfL-2hGN7EA?authuser=0&hl=en&rclk=1
Taman Perumahan Taman Kencana,Park,-6.1247246,106.7280827,https://www.google.com/maps/place/Taman+Perumahan+Taman+Kencana/data=!4m7!3m6!1s0x2e6a1dc33018be2d:0xc3991693c95a41c5!8m2!3d-6.1247246!4d106.7280827!16s%2Fg%2F11g0gngqs3!19sChIJLb4YMMMdai4RxUFayZMWmcM?authuser=0&hl=en&rclk=1
Taman Pinang,City park,-6.3269289,106.9008141,https://www.google.com/maps/place/Taman+Pinang/data=!4m7!3m6!1s0x2e69ed881516c5f7:0x315197348582287!8m2!3d-6.3269289!4d106.9008141!16s%2Fg%2F11j0nfgxjb!19sChIJ98UWFYjtaS4RhyJYSHMZFQM?authuser=0&hl=en&rclk=1
Taman Pinggir Rel,Park,-6.2489356,106.7741932,https://www.google.com/maps/place/Taman+Pinggir+Rel/data=!4m7!3m6!1s0x2e69f11cce4fec41:0xebedb6955357b603!8m2!3d-6.2489356!4d106.7741932!16s%2Fg%2F11d_ykymwk!19sChIJQexPzhzxaS4RA7ZXU5W27es?authuser=0&hl=en&rclk=1
Taman Pintar Berlalu Lintas Tebet,Park,-6.2355344,106.8532986,https://www.google.com/maps/place/Taman+Pintar+Berlalu+Lintas+Tebet/data=!4m7!3m6!1s0x2e69f374a94f8b85:0x391ef6156699137e!8m2!3d-6.2355344!4d106.8532986!16s%2Fg%2F11h23hdc6l!19sChIJhYtPqXTzaS4RfhOZZhX2Hjk?authuser=0&hl=en&rclk=1
Taman Pintar Kayu Putih Pulo Gadung,Garden,-6.184018,106.8805709,https://www.google.com/maps/place/Taman+Pintar+Kayu+Putih+Pulo+Gadung/data=!4m7!3m6!1s0x2e69f5b33828f8cd:0x3465ffccd4afba07!8m2!3d-6.184018!4d106.8805709!16s%2Fg%2F11pcws13dr!19sChIJzfgoOLP1aS4RB7qv1Mz_ZTQ?authuser=0&hl=en&rclk=1
Taman Pisangan,Park,-6.2121487,106.9380091,https://www.google.com/maps/place/Taman+Pisangan/data=!4m7!3m6!1s0x2e698ba2bf2dd599:0x3599eee29a022de5!8m2!3d-6.2121487!4d106.9380091!16s%2Fg%2F11j6dtjnc_!19sChIJmdUtv6KLaS4R5S0CmuLumTU?authuser=0&hl=en&rclk=1
Taman PKK 06 Cilangkap,Garden,-6.341349,106.9068301,https://www.google.com/maps/place/Taman+PKK+06+Cilangkap/data=!4m7!3m6!1s0x2e69ed484d0033a7:0xdb19592e9a7dec30!8m2!3d-6.341349!4d106.9068301!16s%2Fg%2F11mp7p6_hy!19sChIJpzMATUjtaS4RMOx9mi5ZGds?authuser=0&hl=en&rclk=1
Taman PKP,Garden,-6.3389066,106.8845378,https://www.google.com/maps/place/Taman+PKP/data=!4m7!3m6!1s0x2e69ece1c3ed9aad:0xfafbdbfcf8bf2989!8m2!3d-6.3389066!4d106.8845378!16s%2Fg%2F11g7zf41wr!19sChIJrZrtw-HsaS4RiSm_-Pzb-_o?authuser=0&hl=en&rclk=1
Taman Pondok Karya (Ponkar),Park,-6.243354,106.8223616,https://www.google.com/maps/place/Taman+Pondok+Karya+(Ponkar)/data=!4m7!3m6!1s0x2e69f3d949b673f7:0x589226f4d984ff85!8m2!3d-6.243354!4d106.8223616!16s%2Fg%2F11g8bwpfk5!19sChIJ93O2SdnzaS4Rhf-E2fQmklg?authuser=0&hl=en&rclk=1
Taman Pondok Kelapa Timur 1,Garden,-6.2421769,106.9365423,https://www.google.com/maps/place/Taman+Pondok+Kelapa+Timur+1/data=!4m7!3m6!1s0x2e698d2596b3cccf:0xb0346c631c40124d!8m2!3d-6.2421769!4d106.9365423!16s%2Fg%2F11s4svbr06!19sChIJz8yzliWNaS4RTRJAHGNsNLA?authuser=0&hl=en&rclk=1
Taman Pondok kopi,Park,-6.2201,106.942016,https://www.google.com/maps/place/Taman+Pondok+kopi/data=!4m7!3m6!1s0x2e698d20e0995605:0x8e7f3f33fde53ece!8m2!3d-6.2201!4d106.942016!16s%2Fg%2F11jbd3x4xz!19sChIJBVaZ4CCNaS4Rzj7l_TM_f44?authuser=0&hl=en&rclk=1
Taman Pos 10,Garden,-6.2379661,106.9310159,https://www.google.com/maps/place/Taman+Pos+10/data=!4m7!3m6!1s0x2e698da74e34c17b:0x7e34acd73a4b0716!8m2!3d-6.2379661!4d106.9310159!16s%2Fg%2F11tnf_qfw2!19sChIJe8E0TqeNaS4RFgdLOtesNH4?authuser=0&hl=en&rclk=1
Taman PPA,Park,-6.3194534,106.8973163,https://www.google.com/maps/place/Taman+PPA/data=!4m7!3m6!1s0x2e69ed38ff1e36d3:0x47867f71c99a5335!8m2!3d-6.3194534!4d106.8973163!16s%2Fg%2F11cn6prf9r!19sChIJ0zYe_zjtaS4RNVOayXF_hkc?authuser=0&hl=en&rclk=1
Taman Prapanca,Park,-6.2561371,106.8028342,https://www.google.com/maps/place/Taman+Prapanca/data=!4m7!3m6!1s0x2e69f14328e494f9:0x17b7d5f13e861921!8m2!3d-6.2561371!4d106.8028342!16s%2Fg%2F11hlrxc374!19sChIJ-ZTkKEPxaS4RIRmGPvHVtxc?authuser=0&hl=en&rclk=1
Taman Prapanca IV,Park,-6.252086,106.8074971,https://www.google.com/maps/place/Taman+Prapanca+IV/data=!4m7!3m6!1s0x2e69f17a6a0b3689:0x73f34cb4188e71f3!8m2!3d-6.252086!4d106.8074971!16s%2Fg%2F11f30jsrtp!19sChIJiTYLanrxaS4R83GOGLRM83M?authuser=0&hl=en&rclk=1
Taman pribadi jl KS Tubun,Park,-6.1911045,106.8018977,https://www.google.com/maps/place/Taman+pribadi+jl+KS+Tubun/data=!4m7!3m6!1s0x2e69f7926bfe18c7:0x5843fb1231c6bc6!8m2!3d-6.1911045!4d106.8018977!16s%2Fg%2F11k_ygxlp5!19sChIJxxj-a5L3aS4RxmscI7E_hAU?authuser=0&hl=en&rclk=1
Taman Pricebook,Garden,-6.2483149,106.7975218,https://www.google.com/maps/place/Taman+Pricebook/data=!4m7!3m6!1s0x2e69f197a566bf1d:0x6f7c92896518070b!8m2!3d-6.2483149!4d106.7975218!16s%2Fg%2F11pf5kbt1g!19sChIJHb9mpZfxaS4RCwcYZYmSfG8?authuser=0&hl=en&rclk=1
Taman Probolinggo,City park,-12.394072,213.6782872,https://www.google.com/maps/place/Taman+Probolinggo/data=!4m7!3m6!1s0x2e69f5f4cb01fb49:0x8ed46b796c8a5e22!8m2!3d-6.197036!4d106.8391436!16s%2Fg%2F11h5vkrgry!19sChIJSfsBy_T1aS4RIl6KbHlr1I4?authuser=0&hl=en&rclk=1
Taman Proklamator,Park,-6.1679256,106.8084647,https://www.google.com/maps/place/Taman+Proklamator/data=!4m7!3m6!1s0x2e69f7ed8d61828d:0x7f1fa88abdc823e0!8m2!3d-6.1679256!4d106.8084647!16s%2Fg%2F11gjv7l7kw!19sChIJjYJhje33aS4R4CPIvYqoH38?authuser=0&hl=en&rclk=1
taman pulo asem selatan,Garden,-6.1907959,106.8931807,https://www.google.com/maps/place/taman+pulo+asem+selatan/data=!4m7!3m6!1s0x2e69f54fbf7a6ec9:0xe77fc59485daa9f1!8m2!3d-6.1907959!4d106.8931807!16s%2Fg%2F11s78q32jb!19sChIJyW56v0_1aS4R8anahZTFf-c?authuser=0&hl=en&rclk=1
Taman Puring,City park,-6.2413693,106.7886198,https://www.google.com/maps/place/Taman+Puring/data=!4m7!3m6!1s0x2e69f115d4bf8f39:0xb3f2569069745bb4!8m2!3d-6.2413693!4d106.7886198!16s%2Fg%2F11c1nbbrm5!19sChIJOY-_1BXxaS4RtFt0aZBW8rM?authuser=0&hl=en&rclk=1
Taman Radio Dalam,Park,-6.2556408,106.7889515,https://www.google.com/maps/place/Taman+Radio+Dalam/data=!4m7!3m6!1s0x2e69f10bdd1d06d9:0xcf6b1e38fc5bd6fe!8m2!3d-6.2556408!4d106.7889515!16s%2Fg%2F11hc_qr48f!19sChIJ2QYd3QvxaS4R_tZb_Dgea88?authuser=0&hl=en&rclk=1
Taman Rafaaa Baru,Park,-6.1452094,106.7380746,https://www.google.com/maps/place/Taman+Rafaaa+Baru/data=!4m7!3m6!1s0x2e69f7b55cca4a9b:0x97f6ef5f35bc971c!8m2!3d-6.1452094!4d106.7380746!16s%2Fg%2F11qnjfhkn_!19sChIJm0rKXLX3aS4RHJe8NV_v9pc?authuser=0&hl=en&rclk=1
Taman Rafaaaa,Park,-6.1474951,106.7369749,https://www.google.com/maps/place/Taman+Rafaaaa/data=!4m7!3m6!1s0x2e69f779952c7777:0xbc766f170fa8d70e!8m2!3d-6.1474951!4d106.7369749!16s%2Fg%2F11f725142b!19sChIJd3cslXn3aS4RDteoDxdvdrw?authuser=0&hl=en&rclk=1
Taman Ragatnata,Park,-6.2349855,106.809703,https://www.google.com/maps/place/Taman+Ragatnata/data=!4m7!3m6!1s0x2e69f1dc21109d87:0xe9ff9daab5d0a05c!8m2!3d-6.2349855!4d106.809703!16s%2Fg%2F11lgpvfz62!19sChIJh50QIdzxaS4RXKDQtaqd_-k?authuser=0&hl=en&rclk=1
Taman Ranggon Wijaya Kusuma,Park,-6.344512,106.907367,https://www.google.com/maps/place/Taman+Ranggon+Wijaya+Kusuma/data=!4m7!3m6!1s0x2e69edcb5a7c637d:0x2405b5cb849bd022!8m2!3d-6.344512!4d106.907367!16s%2Fg%2F11j7hsx4j2!19sChIJfWN8WsvtaS4RItCbhMu1BSQ?authuser=0&hl=en&rclk=1
Taman Rasela,Garden,-12.2910214,213.681896,https://www.google.com/maps/place/Taman+Rasela/data=!4m7!3m6!1s0x2e69f5ed56c20b69:0x8fed1273220b9841!8m2!3d-6.1455107!4d106.840948!16s%2Fg%2F11f5gkz_43!19sChIJaQvCVu31aS4RQZgLInMS7Y8?authuser=0&hl=en&rclk=1
Taman Rawa Badak Utara,Garden,-6.1201234,106.9017868,https://www.google.com/maps/place/Taman+Rawa+Badak+Utara/data=!4m7!3m6!1s0x2e6a1ff1ca47e515:0x3f814a7ae97ee815!8m2!3d-6.1201234!4d106.9017868!16s%2Fg%2F11f545yhm7!19sChIJFeVHyvEfai4RFeh-6XpKgT8?authuser=0&hl=en&rclk=1
Taman Rembuyung,Park,-6.2514864,106.804337,https://www.google.com/maps/place/Taman+Rembuyung/data=!4m7!3m6!1s0x2e69f16d988a0807:0xf55f6603ea2725e3!8m2!3d-6.2514864!4d106.804337!16s%2Fg%2F11rc04_344!19sChIJBwiKmG3xaS4R4yUn6gNmX_U?authuser=0&hl=en&rclk=1
Taman RPTRA,Park,-6.3235167,106.8764015,https://www.google.com/maps/place/Taman+RPTRA/data=!4m7!3m6!1s0x2e69edbff2c0afc5:0x326db518714af9d3!8m2!3d-6.3235167!4d106.8764015!16s%2Fg%2F11jn_858dn!19sChIJxa_A8r_taS4R0_lKcRi1bTI?authuser=0&hl=en&rclk=1
Taman RPTRA Blok O,Garden,-6.1735557,106.7384625,https://www.google.com/maps/place/Taman+RPTRA+Blok+O/data=!4m7!3m6!1s0x2e69f75aa26067bb:0xf8e5cfd80055984a!8m2!3d-6.1735557!4d106.7384625!16s%2Fg%2F11sqp5lsgj!19sChIJu2dgolr3aS4RSphVANjP5fg?authuser=0&hl=en&rclk=1
Taman RS Umum Pusat Fatmawati,Park,-6.2941325,106.795862,https://www.google.com/maps/place/Taman+RS+Umum+Pusat+Fatmawati/data=!4m7!3m6!1s0x2e69f1e73850455d:0x1c686f6cfca74f29!8m2!3d-6.2941325!4d106.795862!16s%2Fg%2F11cnblk3n6!19sChIJXUVQOOfxaS4RKU-n_GxvaBw?authuser=0&hl=en&rclk=1
Taman RTH Kebon Kelapa,Garden,-6.1014607,106.70738,https://www.google.com/maps/place/Taman+RTH+Kebon+Kelapa/data=!4m7!3m6!1s0x2e6a032dc02c6c7b:0x1dc1ef733da2bcff!8m2!3d-6.1014607!4d106.70738!16s%2Fg%2F11s56plpqw!19sChIJe2wswC0Dai4R_7yiPXPvwR0?authuser=0&hl=en&rclk=1
Taman RW06,Park,-6.1477888,106.9033085,https://www.google.com/maps/place/Taman+RW06/data=!4m7!3m6!1s0x2e69f54f2814d091:0xda4acc18193563b1!8m2!3d-6.1477888!4d106.9033085!16s%2Fg%2F11c47_3_h0!19sChIJkdAUKE_1aS4RsWM1GRjMSto?authuser=0&hl=en&rclk=1
Taman RZ,Park,-6.1472755,106.6970988,https://www.google.com/maps/place/Taman+RZ/data=!4m7!3m6!1s0x2e69f87300339acd:0xdcba535458e261b!8m2!3d-6.1472755!4d106.6970988!16s%2Fg%2F11f12142yy!19sChIJzZozAHP4aS4RGyaORTWlyw0?authuser=0&hl=en&rclk=1
Taman Sahabat Garda Bintang Timur,Park,-6.1260998,106.7835434,https://www.google.com/maps/place/Taman+Sahabat+Garda+Bintang+Timur/data=!4m7!3m6!1s0x2e6a1d2f1368f863:0xb587827496e5331!8m2!3d-6.1260998!4d106.7835434!16s%2Fg%2F11hzyw95cp!19sChIJY_hoEy8dai4RMVNuSSd4WAs?authuser=0&hl=en&rclk=1
Taman Sains Duren Sawit,Garden,-6.2308579,106.9225455,https://www.google.com/maps/place/Taman+Sains+Duren+Sawit/data=!4m7!3m6!1s0x2e698cb714d12013:0xb12deb1e6f55b5c4!8m2!3d-6.2308579!4d106.9225455!16s%2Fg%2F1pyqf7_3b!19sChIJEyDRFLeMaS4RxLVVbx7rLbE?authuser=0&hl=en&rclk=1
Taman Salam,Park,-6.2830761,106.8294822,https://www.google.com/maps/place/Taman+Salam/data=!4m7!3m6!1s0x2e69f219fe26e22d:0x6d9b9b7ade894586!8m2!3d-6.2830761!4d106.8294822!16s%2Fg%2F11cjj7j6xk!19sChIJLeIm_hnyaS4RhkWJ3nqbm20?authuser=0&hl=en&rclk=1
Taman Salix,Park,-6.3539488,106.9079768,https://www.google.com/maps/place/Taman+Salix/data=!4m7!3m6!1s0x2e69eccbbfb6305b:0x793fa2dc9e4d1b32!8m2!3d-6.3539488!4d106.9079768!16s%2Fg%2F11cnbt99hr!19sChIJWzC2v8vsaS4RMhtNntyiP3k?authuser=0&hl=en&rclk=1
Taman Sambas,Park,-6.2478467,106.7961644,https://www.google.com/maps/place/Taman+Sambas/data=!4m7!3m6!1s0x2e69f16d6a5f8d83:0x3bf4e21d3801ff78!8m2!3d-6.2478467!4d106.7961644!16s%2Fg%2F11bx55c528!19sChIJg41fam3xaS4ReP8BOB3i9Ds?authuser=0&hl=en&rclk=1
Taman Sambas Asri,Park,-6.248308,106.7973344,https://www.google.com/maps/place/Taman+Sambas+Asri/data=!4m7!3m6!1s0x2e69f1db10f70e0d:0x5be5607319e620b6!8m2!3d-6.248308!4d106.7973344!16s%2Fg%2F11rmrd0bq8!19sChIJDQ73ENvxaS4RtiDmGXNg5Vs?authuser=0&hl=en&rclk=1
Taman Sampit,Garden,-6.2448217,106.7968652,https://www.google.com/maps/place/Taman+Sampit/data=!4m7!3m6!1s0x2e69f1135bc34f59:0xc34ff871b630607b!8m2!3d-6.2448217!4d106.7968652!16s%2Fg%2F11j5sv7hy9!19sChIJWU_DWxPxaS4Re2AwtnH4T8M?authuser=0&hl=en&rclk=1
Taman Sangau,Park,-6.1693543,106.8050614,https://www.google.com/maps/place/Taman+Sangau/data=!4m7!3m6!1s0x2e69f72e14e4e85d:0x9b60800f1fb435b6!8m2!3d-6.1693543!4d106.8050614!16s%2Fg%2F11nn4r3xp5!19sChIJXejkFC73aS4RtjW0Hw-AYJs?authuser=0&hl=en&rclk=1
Taman Santai,City park,-6.1999282,106.9001464,https://www.google.com/maps/place/Taman+Santai/data=!4m7!3m6!1s0x2e69f4ba0691f9eb:0x4f530cdc80d49e38!8m2!3d-6.1999282!4d106.9001464!16s%2Fg%2F11f_p2tvlz!19sChIJ6_mRBrr0aS4ROJ7UgNwMU08?authuser=0&hl=en&rclk=1
Taman Sarang Bangau,City park,-6.12669,106.9535539,https://www.google.com/maps/place/Taman+Sarang+Bangau/data=!4m7!3m6!1s0x2e6a21fae573c42d:0x7c5765e92194b05!8m2!3d-6.12669!4d106.9535539!16s%2Fg%2F11fpcxh7qk!19sChIJLcRz5fohai4RBUsZkl52xQc?authuser=0&hl=en&rclk=1
Taman Segitiga,Park,-6.1134535,106.8832723,https://www.google.com/maps/place/Taman+Segitiga/data=!4m7!3m6!1s0x2e6a1fea80115767:0xd994d4d4297dfb96!8m2!3d-6.1134535!4d106.8832723!16s%2Fg%2F11c0xsdm_3!19sChIJZ1cRgOofai4Rlvt9KdTUlNk?authuser=0&hl=en&rclk=1
Taman Segitiga Cijantung,Park,-6.3121861,106.8614066,https://www.google.com/maps/place/Taman+Segitiga+Cijantung/data=!4m7!3m6!1s0x2e69ed9c3744f23d:0x9787a1a0528d52ba!8m2!3d-6.3121861!4d106.8614066!16s%2Fg%2F11g9dndy95!19sChIJPfJEN5ztaS4RulKNUqChh5c?authuser=0&hl=en&rclk=1
Taman Segitiga Intirub,Garden,-6.2659501,106.87743,https://www.google.com/maps/place/Taman+Segitiga+Intirub/data=!4m7!3m6!1s0x2e69f2e5f4c42013:0xcc76f0ca571e9c0d!8m2!3d-6.2659501!4d106.87743!16s%2Fg%2F11cnkpdmj4!19sChIJEyDE9OXyaS4RDZweV8rwdsw?authuser=0&hl=en&rclk=1
Taman Segitiga Stasiun Kalibata,Park,-6.2543511,106.8550259,https://www.google.com/maps/place/Taman+Segitiga+Stasiun+Kalibata/data=!4m7!3m6!1s0x2e69f3ada3e31167:0xaecde1f80a3e6269!8m2!3d-6.2543511!4d106.8550259!16s%2Fg%2F11fylq8y0g!19sChIJZxHjo63zaS4RaWI-Cvjhza4?authuser=0&hl=en&rclk=1
TAMAN SEGITIGA THERISA,Park,-6.1883734,106.8252043,https://www.google.com/maps/place/TAMAN+SEGITIGA+THERISA/data=!4m7!3m6!1s0x2e69f5ef5038a23d:0x9ffecc735ed7ff72!8m2!3d-6.1883734!4d106.8252043!16s%2Fg%2F11lfd547hq!19sChIJPaI4UO_1aS4Rcv_XXnPM_p8?authuser=0&hl=en&rclk=1
Taman Selong,Park,-6.2336823,106.801828,https://www.google.com/maps/place/Taman+Selong/data=!4m7!3m6!1s0x2e69f18415ef9967:0x30d63717de70868f!8m2!3d-6.2336823!4d106.801828!16s%2Fg%2F11lscz9vsd!19sChIJZ5nvFYTxaS4Rj4Zw3hc31jA?authuser=0&hl=en&rclk=1
TAMAN SEMARANG,Park,-12.399757,213.678191,https://www.google.com/maps/place/TAMAN+SEMARANG/data=!4m7!3m6!1s0x2e69f50027a2f397:0xef70f1fa1bd5c13a!8m2!3d-6.1998785!4d106.8390955!16s%2Fg%2F11ql_16dm8!19sChIJl_OiJwD1aS4ROsHVG_rxcO8?authuser=0&hl=en&rclk=1
Taman Sepat,Park,-6.3059635,106.8324509,https://www.google.com/maps/place/Taman+Sepat/data=!4m7!3m6!1s0x2e69edf0e18e5f47:0xf287f574a02af9be!8m2!3d-6.3059635!4d106.8324509!16s%2Fg%2F11byttpwy1!19sChIJR1-O4fDtaS4RvvkqoHT1h_I?authuser=0&hl=en&rclk=1
Taman Seroja,Park,-6.3290659,106.8233158,https://www.google.com/maps/place/Taman+Seroja/data=!4m7!3m6!1s0x2e69ed8eeb4e7c99:0x13572fe107d66b1c!8m2!3d-6.3290659!4d106.8233158!16s%2Fg%2F11fs03_m5j!19sChIJmXxO647taS4RHGvWB-EvVxM?authuser=0&hl=en&rclk=1
Taman sirsak jagakarsa,Garden,-6.3396085,106.8175007,https://www.google.com/maps/place/Taman+sirsak+jagakarsa/data=!4m7!3m6!1s0x2e69efe2e4819071:0x93afb2f06d5208ef!8m2!3d-6.3396085!4d106.8175007!16s%2Fg%2F11s___6syc!19sChIJcZCB5OLvaS4R7whSbfCyr5M?authuser=0&hl=en&rclk=1
Taman Situ Lembang,City park,-12.3956526,213.6691642,https://www.google.com/maps/place/Taman+Situ+Lembang/data=!4m7!3m6!1s0x514107ef6417075:0xdf97f027bb9bcd42!8m2!3d-6.1978263!4d106.8345821!16s%2Fg%2F11bzq3fvt7!19sChIJdXBB9n4QFAURQs2buyfwl98?authuser=0&hl=en&rclk=1
Taman Situaksan,Park,-6.2077367,106.8106146,https://www.google.com/maps/place/Taman+Situaksan/data=!4m7!3m6!1s0x2e69f702dfb33fe5:0xa7d5a0d7a9913c22!8m2!3d-6.2077367!4d106.8106146!16s%2Fg%2F11jfjjphdt!19sChIJ5T-z3wL3aS4RIjyRqdeg1ac?authuser=0&hl=en&rclk=1
Taman Spathodea,City park,-6.3220908,106.8235447,https://www.google.com/maps/place/Taman+Spathodea/data=!4m7!3m6!1s0x2e69eddc25029361:0x6f4dbaa2a1b356ac!8m2!3d-6.3220908!4d106.8235447!16s%2Fg%2F1yg58n64m!19sChIJYZMCJdztaS4RrFazoaK6TW8?authuser=0&hl=en&rclk=1
Taman Suka-Suka,Garden,-6.1327069,106.7343594,https://www.google.com/maps/place/Taman+Suka-Suka/data=!4m7!3m6!1s0x2e6a1daca596b90f:0x93ef41c19788e4c1!8m2!3d-6.1327069!4d106.7343594!16s%2Fg%2F11tjdmc474!19sChIJD7mWpawdai4RweSIl8FB75M?authuser=0&hl=en&rclk=1
Taman Sumenep,Park,-6.2020374,106.82754,https://www.google.com/maps/place/Taman+Sumenep/data=!4m7!3m6!1s0x2e69f41a26494d4b:0x88f9453ff1c7b92!8m2!3d-6.2020374!4d106.82754!16s%2Fg%2F11hbr2bcsm!19sChIJS01JJhr0aS4Rknsc_1OUjwg?authuser=0&hl=en&rclk=1
Taman Sungai Kapuas,Community garden,-6.1300874,106.9225988,https://www.google.com/maps/place/Taman+Sungai+Kapuas/data=!4m7!3m6!1s0x2e6a2007cab887e3:0x1ca49bc96d4c5f6!8m2!3d-6.1300874!4d106.9225988!16s%2Fg%2F11c2ncbtf3!19sChIJ44e4ygcgai4R9sXUlrxJygE?authuser=0&hl=en&rclk=1
Taman Sunter,Park,-6.1500196,106.8578768,https://www.google.com/maps/place/Taman+Sunter/data=!4m7!3m6!1s0x2e69f5995efa4757:0xf3d1a22e423ecb4b!8m2!3d-6.1500196!4d106.8578768!16s%2Fg%2F11clyf834s!19sChIJV0f6Xpn1aS4RS8s-Qi6i0fM?authuser=0&hl=en&rclk=1
Taman Sunter Agung,Park,-6.1395224,106.8687689,https://www.google.com/maps/place/Taman+Sunter+Agung/data=!4m7!3m6!1s0x2e69f579329defc3:0x4724210fa1e5c8dd!8m2!3d-6.1395224!4d106.8687689!16s%2Fg%2F11cmyl633g!19sChIJw--dMnn1aS4R3cjloQ8hJEc?authuser=0&hl=en&rclk=1
Taman Sunter Hijau,Park,-6.1578492,106.8763257,https://www.google.com/maps/place/Taman+Sunter+Hijau/data=!4m7!3m6!1s0x2e69f570c7577543:0xad3e45da5305a45a!8m2!3d-6.1578492!4d106.8763257!16s%2Fg%2F11hyrcj2rg!19sChIJQ3VXx3D1aS4RWqQFU9pFPq0?authuser=0&hl=en&rclk=1
Taman surya 3,Garden,-6.1359186,106.7124579,https://www.google.com/maps/place/Taman+surya+3/data=!4m7!3m6!1s0x2e6a0391b3acf997:0x1387391fa29129a7!8m2!3d-6.1359186!4d106.7124579!16s%2Fg%2F11n72xg533!19sChIJl_mss5EDai4RpymRoh85hxM?authuser=0&hl=en&rclk=1
Taman Swadarma,Park,-6.236274,106.760239,https://www.google.com/maps/place/Taman+Swadarma/data=!4m7!3m6!1s0x2e69f0dcb42d1913:0x298af0352e96f43b!8m2!3d-6.236274!4d106.760239!16s%2Fg%2F11b8t5lrx_!19sChIJExkttNzwaS4RO_SWLjXwiik?authuser=0&hl=en&rclk=1
Taman Swakarsa,Park,-6.2467739,106.9385342,https://www.google.com/maps/place/Taman+Swakarsa/data=!4m7!3m6!1s0x2e698d3a017425bf:0x3c00cb4d14bf9675!8m2!3d-6.2467739!4d106.9385342!16s%2Fg%2F11fk46hv0k!19sChIJvyV0ATqNaS4RdZa_FE3LADw?authuser=0&hl=en&rclk=1
